Kepler ID,RA (J2000),Dec (J2000),Time of Transit Epoch,Period,Transit Depth,Duration,Ingress Duration,Impact Parameter,Inclination,Semi-major Axis,Eccentricity,Long of Periastron,r/R,a/R,Planet Radius,Teq,Teff,log(g),Metallicity,Stellar Radius,Stellar Mass,Age,Provenance,Quarters,Transit Number,KOI count,Binary Discrimination
2557816,19 07 51.336,+37 49 46.95,176.4493,9.379012,535,3.2783,,0.77,87.09,0.085,0,,0.023,14.6,2.31,834,5769,4.49,,0.91,0.945,4,Pinsonneault,,,1,
2558163,19 08 15.681,+37 53 58.12,138.942,17.5434413,239.5,6,0.09,0.3,89.3,0.127,0,,0.014,22,1.24,658,5960,4.583,-0.58,0.793,,,q1_q16_stellar,1.11111E+15,79,1,0.053
2558363,19 08 32.131,+37 50 21.34,178.5618,0.5462482,666,1.424,,0.1,88.24,0.013,0,,0.023,3,2,1878,5469,4.59,,0.79,0.89,0.8,Pinsonneault,,,1,
2558370,19 08 32.629,+37 50 17.90,131.584153,0.54624836,32512,0.981,0.184,0.5,83.63,0.013,0,,0.172,4.51,18.78,2229.5,5780,4.438,0,1,,,Solar,1111111,1085,1,0.882
2569488,19 20 42.737,+37 51 07.34,132.341558,1.523250635,455.1,3.256,0.126,0.694,75,0.033,0,,0.021,2.68,32.25,4283,4695,2.457,0.04,14.205,,,q1_q16_stellar,1.11111E+15,863,1,1
2569494,19 20 42.920,+37 50 56.22,132.339607,1.523260702,177542,4.67218,1.28998,0.01,89.83,0.024,0,,0.381,3.44,36.039,1404,5311,4.469,-0.08,0.866,,,q1_q16_stellar,11111000000,281,1,0.999
2569516,19 20 43.777,+37 49 07.54,138.67624,45.5827655,85.9,3.313,0.057,0.69,89.49,0.304,0,,0.009,77,2.69,957,7266,3.828,-0.08,2.715,,,q1_q16_stellar,1.11111E+15,30,1,0.799
2570432,19 21 07.390,+37 52 55.82,132.7443,1.89117698,881,4.32,7,0.995,28.5,0.03,0,,0.051,1.133,5.3,1377,5504,4.466,0.24,0.952,,,q1_q16_stellar,1111111,314,1,0.704
2570773,19 21 19.373,+37 52 55.53,132.62747,1.891372507,1361.4,3.713,0.117,0,90,0.027,0,,0.032,4,2.51,1062.7,4697,4.6,0,0.709,,,q1_q16_stellar,1111111,314,1,0.997
2571238,19 21 40.994,+37 51 06.48,135.992,9.287009,696,3.5406,,0.814,86.52,0.084,0,,0.027,12.6,2.53,781,5541,4.53,,0.857,0.906,4,SME,,,1,
2572029,19 22 25.935,+37 48 06.81,133.40075,6.00617861,51.1,4.346,0.2,0.916,78.1,0.066,0,,0.008,4.4,0.992,1131,6103,4.331,-0.04,1.16,,,q1_q16_stellar,1.11111E+15,222,1,0.293
2573056,19 23 23.313,+37 51 50.59,132.5374,0.6317976,163,1.1391,,0.58,80.79,0.015,0,,0.012,3.6,1.55,2547,6550,4.39,,1.17,1.22,0.25,Pinsonneault,,,1,
2573108,19 23 26.770,+37 53 07.52,132.809,5.091872,49.2,15.3,0.1,0,87,0.068,0,,0.006,2.5,1.7,1778,,,,2.444,,,,,198,1,0.933
2574201,19 24 26.030,+37 51 28.05,157.3173,37.47868,1470,3.599,,0.95,88.24,0.178,0,,0.048,28,2.66,298,3979,4.75,,0.513,0.534,13.9,Pinsonneault,,,1,
2574338,19 24 33.237,+37 51 33.48,138.4338,9.22969,441,2.7144,,0.41,88.81,0.091,0,,0.02,24,2.36,982,6409,4.42,,1.1,1.17,0.2,Pinsonneault,,,1,
2574543,19 24 45.029,+37 51 12.60,134.37947,6.70261533,532.4,2.753,0.056,0.1,89.7,0.088,0,,0.02,18.9,30.5,2635,4799,2.475,-0.18,13.652,,,q1_q16_stellar,1.11001E+15,84,1,0.567
2576107,19 26 05.552,+37 53 15.51,234.746162,205.5833059,25587,6.0104,4.56,0.933,89.73,0.682,0,,0.209,200.87,20.89,323.3,6328,4.516,-0.5,0.915,,,q1_q16_stellar,1.11111E+15,7,1,0
2576197,19 26 09.836,+37 48 59.61,140.307,8.87448,187,3.5987,,0.964,80.79,0.088,0,,0.016,6.1,1.95,997,6398,4.42,,1.1,1.171,0.24,Pinsonneault,,,1,
2576197,19 26 09.836,+37 48 59.61,171.697,2.217029,591,2.6593,,0.969,66.46,0.035,0,,0.029,2.4,3.5,1581,6398,4.42,,1.1,1.171,0.24,Pinsonneault,,,1,
2576224,19 26 11.104,+37 49 03.90,131.8004,2.21703,29.6,2.42,0.015,0.4,86,0.039,0,,0.005,6,1.14,2389,,,,2.046,,,,,442,1,0.989
2576962,19 26 48.120,+37 50 37.43,136.184,309.246,269,10.5,0.2,0,90,0.9,0,,0.015,223,1.7,285,,,,1.038,,,,,4,1,0.799
2578017,19 27 39.397,+37 48 28.15,131.8906,0.592577,361,1.044,0.36,0.975,44,0.014,0,,0.024,1.36,2.12,1855.1,,,,0.805,,,,,1307,1,1
2578811,19 28 20.024,+37 48 52.84,135.2594,6.20970628,40.3,2.312,0.046,0.821,86.06,0.052,0,,0.007,11.9,0.346,495.2,3685,4.76,0,0.485,,,q1_q16_stellar,1.11111E+15,216,1,0.446
2579043,19 28 32.461,+37 53 22.64,136.9338,6.312192,338,5.1172,,0.709,84.22,0.07,0,,0.018,6.93,2.11,1090,6318,4.43,,1.07,1.14,0.51,Pinsonneault,,,1,
2581191,19 30 24.060,+37 49 55.45,132.7074,1.9904434,152,2.9845,,0.03,89.95,0.032,0,,0.011,5.18,1.22,1545,6202,4.46,,1.02,1.1,0.5,Pinsonneault,,,1,
2581316,19 30 30.593,+37 51 36.51,134.56929,10.51416038,74.9,3.782,0.062,0.698,87.41,0.097,0,,0.008,15.5,2.106,1364,6382,3.764,-0.84,2.274,,,q1_q16_stellar,1.11111E+15,123,2,0.692
2581316,19 30 30.593,+37 51 36.51,238.82007,217.831829,9219.8,21.3298,1.8362,0.236,89.84,0.731,0,,0.089,82.936,22.067,497,6382,3.764,-0.84,2.274,,,q1_q16_stellar,1.11111E+15,7,2,0.155
2581554,19 30 45.666,+37 50 05.93,175.268328,47.148475,1160.9,3.147,0.199,0.709,89.53,0.258,0,,0.033,86.1,7.1,617,5089,3.872,0.12,1.945,,,q1_q16_stellar,1.11111E+15,28,1,0.117
2582800,19 31 48.574,+37 51 25.66,226.4466,615.17034,279.3,3.66,0.06,0,90,1.797,0,,0.015,1304,4.6,430.1,7937,3.882,0.07,2.711,,,q1_q16_stellar,1.11111E+15,3,1,0.996
2584163,19 33 00.989,+37 50 46.29,135.971,14.55916,313,6.3273,,0.895,84.22,0.117,0,,0.019,8.6,2.04,758,5952,4.46,,0.97,1,3.2,Pinsonneault,,,1,
2692377,19 02 38.796,+37 57 52.20,170.54195,1.5416829,297,1.9378,,0.587,83.65,0.026,0,,0.016,5.1,1.98,1597,5538,4.34,,1.11,0.988,9,SME,,,1,
2693736,19 04 27.685,+37 58 01.20,134.9536,12.124,744,3.3502,,0.51,88.81,0.096,0,,0.025,25,2.1,655,5240,4.57,,0.77,0.8,8,Pinsonneault,,,1,
2694632,19 05 29.612,+37 55 08.41,131.788,0.922279,21.9,3,0.021,0.6,71,0.019,0,,0.004,1.9,0.49,1872.4,,,,1,,,,,1063,1,0.83
2695110,19 06 05.808,+37 59 07.56,209.9916,44.18926,3787,5.2777,,1.05,87.66,0.248,0,,0.148,23,16.7,548,6090,4.43,,1.03,1.05,2.6,Pinsonneault,,,1,
2696703,19 08 13.777,+37 59 28.92,133.72906,6.094045,547,5.8868,1.3288,0.952,71.72,0.074,0,,0.027,3.036,4.849,1422,6790,4.159,0.18,1.676,,,q1_q16_stellar,1.11111E+15,217,1,0.467
2697169,19 08 48.516,+37 56 53.70,366.023,14.71266,134,4.2138,,0.59,88.24,0.118,0,,0.011,21,1.11,670,5380,4.49,,0.94,1.01,,KIC,,,1,
2697935,19 09 52.288,+37 57 59.90,132.47089,21.51290486,1282,3.5,1.73,1,86.73,0.175,0,,0.066,17.55,34.5,1174,5081,3.265,-0.14,4.811,,,q1_q16_stellar,1.10011E+13,31,1,0.964
2707916,19 20 56.990,+37 54 38.60,132.67701,1.89128777,492.7,3.93,0.08,0,90,0.025,0,,0.02,3.7,1.26,989.4,4615,4.66,-0.7,0.589,,,q1_q16_stellar,1111111,314,1,1
2707985,19 21 00.901,+37 55 36.88,132.68284,1.89129326,30.4,4.91,0.026,0.2,86,0.038,0,,0.005,2.89,1.926,3343,7919,3.663,-0.2,3.46,,,q1_q16_stellar,1.11111E+15,694,1,0.405
2708203,19 21 11.836,+37 54 32.16,132.71344,1.891215925,78.3,4.69,0.038,0,90,0.028,0,,0.008,3.11,0.827,1672,6569,4.41,-1.52,0.927,,,q1_q16_stellar,1.11111E+15,694,1,0.985
2708221,19 21 12.891,+37 55 27.09,132.70514,1.891234479,565.6,4.58,0.094,0,90,0.027,0,,0.021,3.22,1.82,1159.6,4883,4.523,0.12,0.794,,,q1_q16_stellar,1111111,314,1,1
2708270,19 21 15.425,+37 56 52.83,132.71061,1.891233443,142.4,3.229,0.067,0.677,78.4,0.029,0,,0.012,3.36,18.78,4482,4449,2.031,-0.34,14.894,,,q1_q16_stellar,1.11111E+14,674,1,0.255
2708278,19 21 15.813,+37 58 40.00,132.70687,1.891247954,116,4.34,0.042,0,90,0.028,0,,0.01,3.36,1.084,1465,5513,4.341,-0.08,1.025,,,q1_q16_stellar,1.11111E+15,694,1,1
2708286,19 21 16.384,+37 54 39.53,132.65986,1.891317297,176.8,4.12,0.052,0.2,86,0.028,0,,0.012,3.5,1.2,1463,5804,4.424,-0.54,0.904,,,q1_q16_stellar,1.11111E+15,692,1,0.5
2708343,19 21 20.068,+37 54 40.22,132.67774,1.891286908,201.6,3.714,0.286,0.899,60.7,0.026,0,,0.016,1.84,1.101,983.5,4476,4.627,-0.32,0.633,,,q1_q16_stellar,1.11111E+15,692,1,0.489
2708420,19 21 24.368,+37 56 54.85,132.70239,1.891230891,75.9,4.27,0.197,0.898,54.9,0.029,0,,0.009,1.561,1.222,1677,5892,4.228,-0.36,1.192,,,q1_q16_stellar,1.11111E+15,693,1,0.607
2708885,19 21 53.547,+37 54 22.32,132.2635,1.1469386,318,1.7361,,0.15,88.24,0.02,0,,0.016,5.1,1.5,1553,5394,4.49,,0.85,0.82,10.7,Pinsonneault,,,1,
2710101,19 23 03.933,+37 55 00.58,144.43869,28.8800861,434.6,1.35,0.17,0.917,89.29,0.189,0,,0.023,74,2.8,678,6313,4.373,-0.12,1.122,,,q1_q16_stellar,1.11111E+15,43,1,0.942
2710623,19 23 35.478,+37 58 22.00,131.6348,1.020922,38.3,1.57,0.23,0.977,37,0.019,0,,0.008,1.23,0.9,1876,,,,1.068,,,,,956,1,0.868
2711123,19 24 03.669,+37 58 03.97,134.172862,2.85890437,375.8,1.5249,0.0549,0.7,86.22,0.057,0,,0.019,10.61,33.81,3639,4893,2.501,0.07,16.274,,,q1_q16_stellar,1.11111E+15,459,1,0.99
2711597,19 24 29.890,+37 59 11.44,131.7865,0.980404,96,1,0.27,0.981,59,0.017,0,,0.013,1.9,0.98,1354,,,,0.685,,,,,997,1,0.502
2713049,19 25 45.593,+37 54 20.37,169.6748,2.53917,398,2.5413,,0.852,79.07,0.037,0,,0.021,4.4,2.2,1337,5980,4.49,,0.95,1.02,1.5,Pinsonneault,,,1,
2715135,19 27 36.782,+37 54 08.24,133.2978,5.747719,698,1.9402,,0.87,85.94,0.053,0,,0.029,12.6,1.76,618,4299,4.71,,0.562,0.592,13.6,Pinsonneault,,,1,
2715695,19 28 08.035,+37 58 28.37,131.6151,4.095826,435,1.7714,,0.85,85.37,0.044,0,,0.023,10,1.64,807,4739,4.64,,0.655,0.677,13.9,Pinsonneault,,,2,
2715695,19 28 08.035,+37 58 28.37,138.0021,7.55834,462,3.1776,,0.6,87.66,0.066,0,,0.021,15,1.5,659,4739,4.64,,0.655,0.677,13.9,Pinsonneault,,,2,
2716801,19 29 01.113,+37 58 17.11,136.1283,42.52146,823,5.9603,,0.37,89.38,0.239,0,,0.026,52,2.6,506,5900,4.53,,0.9,1.01,0.3,Pinsonneault,,,1,
2716853,19 29 04.350,+37 57 20.30,196.1907,18.82729,951,4.6464,,0.19,89.38,0.135,0,,0.028,31,2.6,629,5669,4.54,,0.85,0.93,2.3,Pinsonneault,,,1,
2717158,19 29 19.285,+37 59 49.41,144.30646,13.2224021,281.3,4.108,0.47,0.925,84.95,0.108,0,,0.019,10.5,1.748,740,5933,4.547,-0.28,0.861,,,q1_q16_stellar,1.11111E+15,97,1,0.931
2718778,19 30 45.696,+37 56 04.45,132.394,3.92458,391,3.9233,,0.71,82.51,0.048,0,,0.019,5.6,1.33,887,5558,4.83,,0.63,0.97,,KIC,,,1,
2720309,19 32 06.028,+37 59 33.51,133.21272,0.41333387,1767,1.39,,0.34,80.21,0.011,0,,0.039,2.04,3.8,2351,5890,4.53,,0.9,1,0.6,Pinsonneault,,,1,
2720514,19 32 16.992,+37 59 12.73,131.9349,1.3712933,66,1.5376,,0.94,66.46,0.025,0,,0.01,2.4,1.19,1829,6202,4.38,,1.12,1.09,2.7,Pinsonneault,,,1,
2720828,19 32 33.765,+37 59 40.09,131.7059,1.71655,117,1.49,0.1,0.94,73,0.029,0,,0.012,3,1.36,1620,,,,1.016,,,,,566,1,0.849
2721030,19 32 44.290,+37 58 11.43,135.5846,6.100295,781,5.0691,,0.817,81.93,0.066,0,,0.029,5.81,2.9,975,5938,4.52,,0.91,1.019,0.3,Pinsonneault,,,1,
2830919,19 01 54.082,+38 05 57.70,131.9995,1.540405,111,1.53,0.04,0.8,81,0.026,0,,0.011,5,1.18,1642,,,,1.012,,,,,631,1,0.213
2831055,19 02 03.105,+38 04 47.06,131.90981,2.20921142,60.8,2.637,0.02,0.2,88,0.034,0,,0.007,6.2,0.854,1508,5991,4.375,-0.02,1.092,,,q1_q16_stellar,1.11111E+15,589,1,0.277
2831251,19 02 16.194,+38 02 26.49,131.5724,5.812654,102,3.38,0.1,0.8,84,0.065,0,,0.01,8,1.2,1112,,,,1.081,,,,,169,1,0.771
2832589,19 04 01.619,+38 00 34.35,136.7413,10.849813,999,3.7848,,0.91,85.37,0.09,0,,0.036,10.9,2.85,651,5214,4.64,,0.72,0.824,0.6,Pinsonneault,,,1,
2833632,19 05 16.597,+38 05 11.04,325.20017,241.653653,359.2,2.51,0.06,0.5,89.96,0.758,0,,0.018,652,1.93,300.5,5962,4.445,-0.12,0.989,,,q1_q16_stellar,1.11111E+15,4,1,0.524
2836076,19 08 27.957,+38 00 10.99,466.172,528.079623,743,3.49,0.18,0.72,89.95,1.292,0,,0.027,851,2.75,222.4,5910,4.505,-0.02,0.94,,,q1_q16_stellar,1.11111E+15,3,1,0.206
2837111,19 09 46.582,+38 05 18.34,135.0856,8.73477,279,4.4921,,0.02,89.95,0.083,0,,0.016,15.1,1.62,876,5945,4.51,,0.93,1.02,0.9,Pinsonneault,,,1,
2849140,19 22 55.986,+38 00 25.96,139.4419,11.8235454,219.8,8.128,0.2,0.65,85.7,0.098,0,,0.014,8.7,1.26,705,5559,4.572,-0.18,0.806,,,q1_q16_stellar,1.11111E+15,113,1,0.363
2849805,19 23 32.322,+38 03 27.26,135.1082,3.749103,181,1.7549,,0.79,85.94,0.047,0,,0.014,10.4,1.57,1196,5746,4.4,,1.05,1.011,5.7,SPC,,,1,
2850321,19 23 59.956,+38 00 00.93,143.8016,25.2188909,67.4,14.843,0.112,0,90,0.179,0,,0.008,13.1,1.13,809,6631,4.244,-0.26,1.368,,,q1_q16_stellar,1.11111E+15,53,1,0.997
2851100,19 24 40.964,+38 00 30.93,133.26388,0.8901087,504,0.7089,,0.65,84.8,0.016,0,,0.022,7.57,1.49,1287,4696,4.7,,0.618,0.701,0.9,Pinsonneault,,,1,
2852528,19 25 50.757,+38 00 06.51,131.9095,11.9613587,508.8,3.871,1.08,0.963,83.41,0.107,0,,0.027,8.39,3.052,848,6140,4.455,0.07,1.048,,,q1_q16_stellar,1.11111E+12,93,1,0.617
2852941,19 26 10.422,+38 02 55.53,132.6284,2.894915,49.6,2.9,0.029,0.6,85,0.045,0,,0.007,6.3,1.28,1938,,,,1.733,,,,,339,1,0.01
2853029,19 26 15.542,+38 04 28.52,198.11292,72.9332889,872.2,3.94,0.29,0.79,89.52,0.323,0,,0.03,94,2.48,363.5,5376,4.604,-0.22,0.758,,,q1_q16_stellar,1.11111E+15,17,1,0.502
2853093,19 26 18.999,+38 02 08.99,198.0015,161.5266,4721,3.6648,,0.029,89.95,0.581,0,,0.062,358,6.1,321,5876,4.54,,0.89,0.999,0.4,Pinsonneault,,,1,
2853446,19 26 36.233,+38 01 41.44,137.6051,7.373009,212,1.9275,,0.99,82.51,0.077,0,,0.021,7.3,2.7,1096,6317,4.34,,1.19,1.13,2.59,Pinsonneault,,,1,
2853780,19 26 54.997,+38 04 12.07,132.261,6.213921,185,10.0793,,0.059,89.38,0.075,0,,0.012,4.8,4.13,1496,5249,3.6,,3.13,1.43,2.94,Pinsonneault,,,1,
2853828,19 26 57.642,+38 00 53.68,131.58343,1.07746544,170,1.5691,,0.06,89.38,0.022,0,,0.012,5.4,1.69,2171,6329,4.25,,1.33,1.16,3.43,Pinsonneault,,,1,
2853889,19 27 00.308,+38 02 03.95,145.84061,24.1877062,164.4,2.086,0.026,0.2,89.8,0.173,0,,0.012,87,1.7,782,6437,4.273,-0.1,1.31,,,q1_q16_stellar,1.11111E+15,54,1,0.773
2854181,19 27 15.125,+38 05 17.45,210.1803,101.1337,1452,4.1873,,0.42,89.95,0.415,0,,0.035,174,3.5,374,5736,4.49,,0.91,0.933,4.5,Pinsonneault,,,1,
2854698,19 27 42.231,+38 00 50.82,161.712,76.0503,373,6.7983,,0.12,89.95,0.34,0,,0.017,86,1.69,376,5250,4.49,,0.9,0.9,8,SME,,,2,
2854698,19 27 42.231,+38 00 50.82,260.8668,8.18746,524,3.0823,,0.34,88.81,0.077,0,,0.021,19.5,2.04,791,5250,4.49,,0.9,0.9,8,SME,,,2,
2854914,19 27 54.280,+38 03 18.29,149.7608,25.93416,434,5.509,,0.941,86.52,0.179,0,,0.024,14.5,2.9,699,6314,4.39,,1.13,1.13,1.71,Pinsonneault,,,2,
2854914,19 27 54.280,+38 03 18.29,158.6965,83.4421,513,8.0853,,0.944,88.24,0.389,0,,0.026,31.6,3.1,474,6314,4.39,,1.13,1.13,1.71,Pinsonneault,,,2,
2854948,19 27 56.199,+38 05 18.14,132.351533,0.974347613,922.2,0.742,0.284,0.964,75.78,0.018,0,,0.04,3.92,3.49,1659,5695,4.569,-0.34,0.799,,,q1_q16_stellar,1.11111E+12,1140,1,0.366
2857607,19 30 03.523,+38 01 19.42,146.97144,41.8682978,167.9,5.8,0.41,0.903,87.96,0.23,0,,0.014,25.4,1.293,495,5864,4.556,-0.28,0.842,,,q1_q16_stellar,1.11111E+15,30,1,0.807
2859893,19 32 03.574,+38 00 44.65,220.914,333.062,1862,5.4,0.2,0,90,0.924,0,,0.039,491,3.6,239,,,,0.84,,,,,3,1,0.225
2860114,19 32 15.835,+38 02 31.24,132.97522,0.9416034,611,1.1171,,0.94,68.18,0.017,0,,0.029,2.5,2.6,1588,5220,4.51,,0.81,0.78,13.6,Pinsonneault,,,1,
2860656,19 32 42.187,+38 02 31.27,135.3277,4.114901,170,3.09,0.04,0,88,0.051,0,,0.012,9,1.3,1094.2,,,,0.953,,,,,192,1,0.955
2860793,19 32 49.995,+38 00 11.95,132.0698,2.6298611,328,4.605,,0.12,88.24,0.042,0,,0.016,4.4,2.8,1889,6901,4.16,,1.62,1.39,1.78,Pinsonneault,,,1,
2860866,19 32 53.738,+38 02 00.89,356.1924,90.1386,2740,12.2481,,0.834,88.81,0.408,0,,0.054,36.2,5.8,432,6288,4.5,,0.99,1.12,,KIC,,,1,
2861126,19 33 07.463,+38 04 56.07,145.46824,105.521275,960,2.52,0.13,0.67,89.84,0.328,0,,0.03,249,1.31,175.7,3606,4.859,-0.2,0.4,,,q1_q16_stellar,1.11111E+14,13,1,0.895
2861298,19 33 16.472,+38 00 19.68,341.0508,581.74892,174.8,5.02,0.09,0.5,89.96,1.368,0,,0.013,756,2.74,308,5765,3.837,-0.46,2.005,,,q1_q16_stellar,1.11111E+15,3,1,0.508
2970804,19 04 25.671,+38 06 27.46,131.656733,0.687004022,366.6,1.304,0.13,0.9,62.4,0.015,0,,0.021,1.94,2.286,2065.5,5780,4.438,0,1,,,Solar,1.11111E+15,1908,1,1
2972800,19 07 08.452,+38 09 05.91,421.729,361.381,393,4.9,0.1,0,90,1.01,0,,0.018,529,2.1,275,,,,1.055,,,,,3,1,0.056
2973386,19 07 55.232,+38 09 54.78,138.0113,31.02101,976,2.146,,0.88,89.38,0.158,0,,0.034,65,1.96,326,4056,4.74,,0.523,0.548,13.8,Pinsonneault,,,1,
2975770,19 10 57.012,+38 06 52.41,191.68849,71.52622,5602,5.8579,,0.07,89.95,0.325,0,,0.067,99,7.7,373,4683,4.34,,1.06,0.9,,KIC,,,2,
2975770,19 10 57.012,+38 06 52.41,298.3913,369.079152,1239.3,5.344,0.21,0.45,89.95,0.929,0,,0.032,491,2.85,200,4850,4.511,0.26,0.815,,,q1_q16_stellar,1.10011E+13,4,2,0.466
2976017,19 11 16.150,+38 11 41.31,133.0078,3.199396,92,2.19,1.3,0.993,65,0.041,0,,0.015,2.3,1.3,1083,,,,0.806,,,,,305,1,0.239
2985587,19 21 55.217,+38 08 12.08,134.2106,3.375727,179,1.3219,,0.98,77.35,0.046,0,,0.019,4.4,2.7,1461,6285,4.28,,1.28,1.13,3.49,Pinsonneault,,,1,
2985767,19 22 06.423,+38 08 34.72,139.959,14.079698,192,1.3339,,0.68,89.38,0.109,0,,0.013,61,1.26,686,5530,4.51,,0.86,0.87,7,Pinsonneault,,,1,
2986833,19 23 07.712,+38 11 16.04,131.8159,0.912163,215,1.06,0.15,0.95,67,0.015,0,,0.017,2.4,0.97,1036,,,,0.516,,,,,1072,1,0.999
2987027,19 23 19.951,+38 11 03.66,133.83859,17.2762904,10470,3.9347,,0.01,89.95,0.118,0,,0.091,36.6,7.3,556,5036,4.57,,0.74,0.74,14,Pinsonneault,,,1,
2987433,19 23 45.352,+38 07 10.46,196.686274,420.9288646,87527.6,17.3904,15.62,0.91,89.73,1.121,0,,0.394,195.29,50.59,292,6462,4.322,-0.28,1.177,,,q1_q16_stellar,1.11111E+15,4,1,0
2989404,19 25 31.736,+38 07 38.88,134.643,3.553801,187,3.0505,,0.692,84.22,0.048,0,,0.013,6.6,2.04,1491,6255,4.21,,1.4,1.16,3.96,Pinsonneault,,,2,
2989404,19 25 31.736,+38 07 38.88,136.0502,1.678338,147,2.3739,,0.701,80.21,0.029,0,,0.012,4.03,1.81,1918,6255,4.21,,1.4,1.16,3.96,Pinsonneault,,,2,
2989706,19 25 47.439,+38 08 57.41,132.50321,1.2576893,1052,0.996,,0.79,83.08,0.022,0,,0.034,6.7,3.1,1568,5721,4.56,,0.85,0.956,0.4,Pinsonneault,,,1,
2990873,19 26 47.893,+38 08 42.98,136.0215,16.22391,277,2.4726,,0.3,89.38,0.124,0,,0.015,49,1.9,786,5862,4.3,,1.15,0.96,8.6,Pinsonneault,,,1,
2992634,19 28 18.728,+38 09 13.79,134.14027,47.8227868,303.9,1.187,0.019,0.1,90,0.266,0,,0.016,311,2.02,573,6260,4.36,-0.04,1.148,,,q1_q16_stellar,1.11111E+15,26,1,0.149
2995392,19 30 44.224,+38 07 34.62,140.76289,30.4548752,490.3,6.425,0.37,0.797,88.03,0.194,0,,0.022,23.2,2.405,624,6283,4.472,-0.3,0.984,,,q1_q16_stellar,1.11111E+15,44,1,0.533
2997178,19 32 17.952,+38 10 10.99,135.065376,5.950765752,836,5.4409,0.7668,0.896,77.89,0.09,0,,0.032,4.274,34.287,2366,5122,2.886,0.07,9.828,,,q1_q16_stellar,1.11111E+15,224,1,0.271
2997459,19 32 31.435,+38 09 34.84,132.20619,16.3369183,268.5,3.593,0.27,0.884,87.1,0.119,0,,0.018,17.5,1.664,643,5410,4.49,-0.1,0.859,,,q1_q16_stellar,1.11111E+15,80,1,0.3
3001885,19 36 16.897,+38 10 54.13,133.7072,2.675966,651,2.1677,,0.03,89.95,0.035,0,,0.023,9.67,2.1,982,4570,4.5,,0.83,0.79,,KIC,,,1,
3001955,19 36 20.281,+38 09 22.75,184.8639,348.9624,746,13.65,0.66,0.69,89.73,0.915,0,,0.027,148,2.3,198,4823,4.564,0.44,0.792,,,q1_q16_stellar,1.1111E+15,4,1,0.588
3002478,19 36 44.546,+38 06 31.21,135.4762,6.357152,307,1.9956,,1.011,80.21,0.068,0,,0.04,6.03,4,966,5956,4.52,,0.92,1.02,0.5,Pinsonneault,,,1,
3003673,19 37 40.935,+38 11 25.90,166.44854,57.1146765,301.4,2.46,0.15,0.85,89.5,0.297,0,,0.018,98,2.19,523,6136,4.378,-0.04,1.106,,,q1_q16_stellar,1.1111E+15,15,1,0.178
3003992,19 37 57.627,+38 11 38.85,139.1028,7.244812,63,2.578,,0.03,89.95,0.067,0,,0.007,22.3,0.63,772,5015,4.495,,0.816,0.76,,J-K,,,2,
3003992,19 37 57.627,+38 11 38.85,139.8179,13.55481,58,2.4488,,0.67,88.81,0.102,0,,0.007,32,0.66,626,5015,4.495,,0.816,0.76,,J-K,,,2,
3097346,19 02 44.180,+38 15 46.14,170.68729,4.0298266,158,3.217,,0.011,89.95,0.049,0,,0.011,9.572,1.16,1123,5803,4.462,,0.943,0.94,,J-K,,,1,
3097352,19 02 44.890,+38 15 40.14,134.421954,4.029804414,167773,4.3077,1.22126,0.201,88.82,0.05,0,,0.379,9.75,44.369,1231,6029,4.391,-0.06,1.073,,,q1_q16_stellar,1111111,146,1,0.21
3097926,19 03 38.035,+38 12 45.79,143.4479,14.9802,1034,3.5831,,0.13,89.95,0.115,0,,0.029,33,2.9,605,4880,4.47,,0.91,0.9,,KIC,,,1,
3098184,19 04 00.073,+38 17 04.56,369.561,15.23928,16447,12.7321,,0.89,80.79,0.123,0,,0.152,5.43,13.2,690,6164,4.67,,0.79,1.07,,KIC,,,1,
3098197,19 04 01.106,+38 17 04.96,156.238984,30.47649053,101929,18.4939,26.4,0.956,86.07,0.183,0,,0.463,13.937,40.1,544,5911,4.581,-0.52,0.794,,,q1_q16_stellar,1.11111E+15,44,1,0
3098605,19 04 35.464,+38 14 30.47,132.2608,0.8561,126,1.1,0.08,0.91,70,0.016,0,,0.013,2.6,1.1,1608,,,,0.783,,,,,1141,1,0.456
3098810,19 04 53.577,+38 15 29.42,142.6926,40.80953,454,3.2386,,0.958,88.24,0.24,0,,0.025,35,3.2,608,6250,4.35,,1.17,1.106,2.91,Pinsonneault,,,1,
3098843,19 04 55.832,+38 12 10.40,135.45232,29.9756046,247.9,3.047,0.044,0.2,89.9,0.191,0,,0.014,75,1.55,591,5893,4.462,0.02,0.986,,,q1_q16_stellar,1.11111E+15,44,1,0.021
3098843,19 04 55.832,+38 12 10.40,225.376,179.8502,419,2.9,0.1,0,90,0.615,0,,0.019,474,2,323,,,,0.966,,,,,6,1,0.284
3101178,19 08 11.250,+38 13 53.82,159.79939,59.4031962,134,10.202,0.951,0.935,86.9,0.294,0,,0.013,17.3,1.692,570,6373,4.256,-0.54,1.209,,,q1_q16_stellar,1.11111E+15,23,1,0.093
3101923,19 09 17.446,+38 16 46.95,133.087,82.3295,274,8.4,0.2,0.6,89.4,0.384,0,,0.016,60,1.8,452,,,,1.034,,,,,13,1,0.84
3102000,19 09 23.870,+38 17 09.75,164.256459,57.06002525,78583,7.5461,1.5421,0,90,0.285,0,,0.257,72.603,24.132,455,5933,4.547,-0.28,0.861,,,q1_q16_stellar,1.11111E+15,22,1,1
